LSOA,LA CODE,htc1,htc2,htc3,htc4,htc5,Area
E01013116,00FB,62,0,0,0,0,1
E01013027,00FB,76,0,0,0,0,1
E01012941,00FB,75,0,0,0,0,1
E01012940,00FB,87,0,0,0,0,1
E01013085,00FB,77,0,0,0,0,1
E01012934,00FB,80,0,0,0,0,1
E01013078,00FB,63,0,0,0,0,1
E01013037,00FB,67,0,0,0,0,1
E01013055,00FB,68,0,0,0,0,1
E01013063,00FB,71,0,0,0,0,1
E01013072,00FB,74,0,0,0,0,1
E01013069,00FB,71,0,0,0,0,1
E01013095,00FB,73,0,0,0,0,1
E01013001,00FB,78,0,0,0,0,1
E01012959,00FB,66,0,0,0,0,1
E01012955,00FB,68,0,0,0,0,1
E01013118,00FB,64,0,0,0,0,1
E01013108,00FB,64,0,0,0,0,1
E01012947,00FB,67,0,0,0,0,1
E01012923,00FB,64,0,0,0,0,1
E01012979,00FB,79,0,0,0,0,1
E01013051,00FB,68,0,0,0,0,1
E01013081,00FB,70,0,0,0,0,1
E01012958,00FB,49,0,0,0,0,1
E01012960,00FB,73,0,0,0,0,1
E01013006,00FB,64,0,0,0,0,1
E01013112,00FB,65,0,0,0,0,1
E01012992,00FB,74,0,0,0,0,1
E01013013,00FB,68,0,0,0,0,1
E01013079,00FB,75,0,0,0,0,1
E01013019,00FB,53,0,0,0,0,1
E01013007,00FB,69,0,0,0,0,1
E01013099,00FB,73,0,0,0,0,1
E01013017,00FB,76,0,0,0,0,1
E01013082,00FB,69,0,0,0,0,1
E01013103,00FB,61,0,0,0,0,1
E01013117,00FB,61,0,0,0,0,1
E01013097,00FB,67,0,0,0,0,1
E01013073,00FB,72,0,0,0,0,1
E01013011,00FB,68,0,0,0,0,1
E01013014,00FB,62,0,0,0,0,1
E01013047,00FB,78,0,0,0,0,1
E01013040,00FB,95,0,0,0,0,1
E01013087,00FB,63,0,0,0,0,1
E01013003,00FB,66,0,0,0,0,1
E01013010,00FB,0,64,0,0,0,1
E01012961,00FB,0,71,0,0,0,1
E01013113,00FB,0,70,0,0,0,1
E01013104,00FB,0,57,0,0,0,1
E01013008,00FB,0,68,0,0,0,1
E01012929,00FB,0,83,0,0,0,1
E01012976,00FB,0,62,0,0,0,1
E01013077,00FB,0,84,0,0,0,1
E01012982,00FB,0,87,0,0,0,1
E01012964,00FB,0,75,0,0,0,1
E01013111,00FB,0,64,0,0,0,1
E01013124,00FB,0,111,0,0,0,1
E01012949,00FB,0,66,0,0,0,1
E01012962,00FB,0,53,0,0,0,1
E01012956,00FB,0,49,0,0,0,1
E01013049,00FB,0,87,0,0,0,1
E01013045,00FB,0,66,0,0,0,1
E01012994,00FB,0,81,0,0,0,1
E01013086,00FB,0,68,0,0,0,1
E01012943,00FB,0,81,0,0,0,1
E01012995,00FB,0,79,0,0,0,1
E01012936,00FB,0,86,0,0,0,1
E01012932,00FB,0,85,0,0,0,1
E01013110,00FB,0,68,0,0,0,1
E01013109,00FB,0,63,0,0,0,1
E01013004,00FB,0,68,0,0,0,1
E01013062,00FB,0,103,0,0,0,1
E01013009,00FB,0,80,0,0,0,1
E01013080,00FB,0,63,0,0,0,1
E01013002,00FB,0,76,0,0,0,1
E01012980,00FB,0,90,0,0,0,1
E01013106,00FB,0,48,0,0,0,1
E01012951,00FB,0,73,0,0,0,1
E01012945,00FB,0,84,0,0,0,1
E01013041,00FB,0,95,0,0,0,1
E01013056,00FB,0,84,0,0,0,1
E01012946,00FB,0,74,0,0,0,1
E01013115,00FB,0,65,0,0,0,1
E01013038,00FB,0,62,0,0,0,1
E01012954,00FB,0,52,0,0,0,1
E01012931,00FB,0,87,0,0,0,1
E01012928,00FB,0,77,0,0,0,1
E01013036,00FB,0,82,0,0,0,1
E01013105,00FB,0,64,0,0,0,1
E01013083,00FB,0,72,0,0,0,1
E01012963,00FB,0,76,0,0,0,1
E01012952,00FB,0,82,0,0,0,1
E01013071,00FB,0,84,0,0,0,1
E01012957,00FB,0,83,0,0,0,1
E01013084,00FB,0,70,0,0,0,1
E01012999,00FB,0,75,0,0,0,1
E01012997,00FB,0,94,0,0,0,1
E01013107,00FB,0,85,0,0,0,1
E01013000,00FB,0,108,0,0,0,1
E01012948,00FB,0,95,0,0,0,1
E01012944,00FB,0,0,93,0,0,1
E01013151,00FC,53,0,0,0,0,1
E01013149,00FC,49,0,0,0,0,1
E01013171,00FC,62,0,0,0,0,1
E01013215,00FC,65,0,0,0,0,1
E01013145,00FC,51,0,0,0,0,1
E01013216,00FC,51,0,0,0,0,1
E01013167,00FC,95,0,0,0,0,1
E01013154,00FC,63,0,0,0,0,1
E01013223,00FC,120,0,0,0,0,1
E01013157,00FC,75,0,0,0,0,1
E01013214,00FC,66,0,0,0,0,1
E01013226,00FC,63,0,0,0,0,1
E01013186,00FC,51,0,0,0,0,1
E01013153,00FC,66,0,0,0,0,1
E01013225,00FC,44,0,0,0,0,1
E01013166,00FC,72,0,0,0,0,1
E01013168,00FC,84,0,0,0,0,1
E01013193,00FC,75,0,0,0,0,1
E01013191,00FC,65,0,0,0,0,1
E01013155,00FC,62,0,0,0,0,1
E01013148,00FC,58,0,0,0,0,1
E01013150,00FC,52,0,0,0,0,1
E01013163,00FC,62,0,0,0,0,1
E01013170,00FC,67,0,0,0,0,1
E01013173,00FC,61,0,0,0,0,1
E01013217,00FC,63,0,0,0,0,1
E01013189,00FC,66,0,0,0,0,1
E01013194,00FC,69,0,0,0,0,1
E01013230,00FC,57,0,0,0,0,1
E01013200,00FC,52,0,0,0,0,1
E01013178,00FC,65,0,0,0,0,1
E01013190,00FC,134,0,0,0,0,1
E01013152,00FC,64,0,0,0,0,1
E01013176,00FC,61,0,0,0,0,1
E01013172,00FC,70,0,0,0,0,1
E01013183,00FC,66,0,0,0,0,1
E01013180,00FC,64,0,0,0,0,1
E01013182,00FC,68,0,0,0,0,1
E01013224,00FC,80,0,0,0,0,1
E01013169,00FC,54,0,0,0,0,1
E01013160,00FC,66,0,0,0,0,1
E01013175,00FC,72,0,0,0,0,1
E01013197,00FC,54,0,0,0,0,1
E01013188,00FC,70,0,0,0,0,1
E01013179,00FC,65,0,0,0,0,1
E01013146,00FC,73,0,0,0,0,1
E01013211,00FC,67,0,0,0,0,1
E01013228,00FC,69,0,0,0,0,1
E01013158,00FC,61,0,0,0,0,1
E01013207,00FC,62,0,0,0,0,1
E01013132,00FC,64,0,0,0,0,1
E01013185,00FC,0,66,0,0,0,1
E01013227,00FC,0,76,0,0,0,1
E01013134,00FC,0,68,0,0,0,1
E01013198,00FC,0,65,0,0,0,1
E01013135,00FC,0,77,0,0,0,1
E01013234,00FC,0,69,0,0,0,1
E01013164,00FC,0,74,0,0,0,1
E01013231,00FC,0,72,0,0,0,1
E01013202,00FC,0,65,0,0,0,1
E01013233,00FC,0,64,0,0,0,1
E01013156,00FC,0,66,0,0,0,1
E01013229,00FC,0,59,0,0,0,1
E01013147,00FC,0,62,0,0,0,1
E01013232,00FC,0,62,0,0,0,1
E01013204,00FC,0,60,0,0,0,1
E01013206,00FC,0,59,0,0,0,1
E01013184,00FC,0,71,0,0,0,1
E01013213,00FC,0,64,0,0,0,1
E01013196,00FC,0,60,0,0,0,1
E01013130,00FC,0,64,0,0,0,1
E01013143,00FC,0,62,0,0,0,1
E01013128,00FC,0,66,0,0,0,1
E01013174,00FC,0,58,0,0,0,1
E01013210,00FC,0,53,0,0,0,1
E01013219,00FC,0,67,0,0,0,1
E01013195,00FC,0,64,0,0,0,1
E01013133,00FC,0,81,0,0,0,1
E01013199,00FC,0,57,0,0,0,1
E01013141,00FC,0,68,0,0,0,1
E01013201,00FC,0,73,0,0,0,1
E01013161,00FC,0,60,0,0,0,1
E01013220,00FC,0,81,0,0,0,1
E01013218,00FC,0,72,0,0,0,1
E01013205,00FC,0,53,0,0,0,1
E01013192,00FC,0,74,0,0,0,1
E01013222,00FC,0,75,0,0,0,1
E01013131,00FC,0,81,0,0,0,1
E01013208,00FC,0,53,0,0,0,1
E01013181,00FC,0,70,0,0,0,1
E01013159,00FC,0,66,0,0,0,1
E01013140,00FC,0,71,0,0,0,1
E01013162,00FC,0,74,0,0,0,1
E01013165,00FC,0,65,0,0,0,1
E01013209,00FC,0,69,0,0,0,1
E01013203,00FC,0,78,0,0,0,1
E01013142,00FC,0,85,0,0,0,1
E01013129,00FC,0,83,0,0,0,1
E01013177,00FC,0,84,0,0,0,1
E01013221,00FC,0,109,0,0,0,1
E01013138,00FC,0,68,0,0,0,1
E01013187,00FC,0,0,85,0,0,1
E01013144,00FC,0,0,81,0,0,1
E01013212,00FC,0,0,61,0,0,1
E01013139,00FC,0,0,82,0,0,1
E01013136,00FC,0,0,96,0,0,1
E01013137,00FC,0,0,0,100,0,1
E01013251,00FD,78,0,0,0,0,1
E01013252,00FD,71,0,0,0,0,1
E01013242,00FD,74,0,0,0,0,1
E01013257,00FD,83,0,0,0,0,1
E01013243,00FD,89,0,0,0,0,1
E01013325,00FD,69,0,0,0,0,1
E01013328,00FD,53,0,0,0,0,1
E01013260,00FD,66,0,0,0,0,1
E01013305,00FD,68,0,0,0,0,1
E01013316,00FD,58,0,0,0,0,1
E01013275,00FD,65,0,0,0,0,1
E01013277,00FD,62,0,0,0,0,1
E01013262,00FD,59,0,0,0,0,1
E01013304,00FD,67,0,0,0,0,1
E01013265,00FD,73,0,0,0,0,1
E01013324,00FD,64,0,0,0,0,1
E01013261,00FD,64,0,0,0,0,1
E01013247,00FD,74,0,0,0,0,1
E01013292,00FD,78,0,0,0,0,1
E01013269,00FD,74,0,0,0,0,1
E01013290,00FD,77,0,0,0,0,1
E01013293,00FD,68,0,0,0,0,1
E01013248,00FD,81,0,0,0,0,1
E01013241,00FD,78,0,0,0,0,1
E01013267,00FD,52,0,0,0,0,1
E01013285,00FD,52,0,0,0,0,1
E01013294,00FD,70,0,0,0,0,1
E01013295,00FD,59,0,0,0,0,1
E01013273,00FD,76,0,0,0,0,1
E01013288,00FD,67,0,0,0,0,1
E01013250,00FD,74,0,0,0,0,1
E01013253,00FD,83,0,0,0,0,1
E01013256,00FD,108,0,0,0,0,1
E01013321,00FD,68,0,0,0,0,1
E01013264,00FD,76,0,0,0,0,1
E01013322,00FD,86,0,0,0,0,1
E01013326,00FD,71,0,0,0,0,1
E01013263,00FD,66,0,0,0,0,1
E01013306,00FD,71,0,0,0,0,1
E01013307,00FD,77,0,0,0,0,1
E01013246,00FD,68,0,0,0,0,1
E01013309,00FD,72,0,0,0,0,1
E01013280,00FD,59,0,0,0,0,1
E01013308,00FD,78,0,0,0,0,1
E01013323,00FD,70,0,0,0,0,1
E01013270,00FD,86,0,0,0,0,1
E01013327,00FD,71,0,0,0,0,1
E01013329,00FD,79,0,0,0,0,1
E01013287,00FD,72,0,0,0,0,1
E01013289,00FD,72,0,0,0,0,1
E01013266,00FD,83,0,0,0,0,1
E01013268,00FD,58,0,0,0,0,1
E01013303,00FD,62,0,0,0,0,1
E01013274,00FD,85,0,0,0,0,1
E01013235,00FD,125,0,0,0,0,1
E01013302,00FD,57,0,0,0,0,1
E01013276,00FD,74,0,0,0,0,1
E01013236,00FD,68,0,0,0,0,1
E01013259,00FD,69,0,0,0,0,1
E01013301,00FD,65,0,0,0,0,1
E01013258,00FD,70,0,0,0,0,1
E01013244,00FD,82,0,0,0,0,1
E01013334,00FD,66,0,0,0,0,1
E01013271,00FD,77,0,0,0,0,1
E01013318,00FD,62,0,0,0,0,1
E01013313,00FD,68,0,0,0,0,1
E01013310,00FD,63,0,0,0,0,1
E01013245,00FD,0,63,0,0,0,1
E01013320,00FD,0,61,0,0,0,1
E01013314,00FD,0,63,0,0,0,1
E01013255,00FD,0,91,0,0,0,1
E01013249,00FD,0,78,0,0,0,1
E01013239,00FD,0,75,0,0,0,1
E01013282,00FD,0,63,0,0,0,1
E01013317,00FD,0,62,0,0,0,1
E01013283,00FD,0,53,0,0,0,1
E01013286,00FD,0,116,0,0,0,1
E01013297,00FD,0,91,0,0,0,1
E01013281,00FD,0,52,0,0,0,1
E01013291,00FD,0,64,0,0,0,1
E01013237,00FD,0,64,0,0,0,1
E01013254,00FD,0,88,0,0,0,1
E01013238,00FD,0,77,0,0,0,1
E01013284,00FD,0,64,0,0,0,1
E01013240,00FD,0,105,0,0,0,1
E01013333,00FD,0,72,0,0,0,1
E01013298,00FD,0,53,0,0,0,1
E01013319,00FD,0,90,0,0,0,1
E01013272,00FD,0,95,0,0,0,1
E01013315,00FD,0,78,0,0,0,1
E01013311,00FD,0,76,0,0,0,1
E01013312,00FD,0,83,0,0,0,1
E01013299,00FD,0,66,0,0,0,1
E01013331,00FD,0,83,0,0,0,1
E01013332,00FD,0,75,0,0,0,1
E01013279,00FD,0,73,0,0,0,1
E01013278,00FD,0,67,0,0,0,1
E01013300,00FD,0,0,69,0,0,1
E01013330,00FD,0,0,99,0,0,1
E01013296,00FD,0,0,74,0,0,1
E01013427,00FF,62,0,0,0,0,1
E01013439,00FF,54,0,0,0,0,1
E01013452,00FF,66,0,0,0,0,1
E01013351,00FF,80,0,0,0,0,1
E01013377,00FF,66,0,0,0,0,1
E01013408,00FF,63,0,0,0,0,1
E01013424,00FF,51,0,0,0,0,1
E01013340,00FF,54,0,0,0,0,1
E01013423,00FF,54,0,0,0,0,1
E01013371,00FF,60,0,0,0,0,1
E01013374,00FF,60,0,0,0,0,1
E01013450,00FF,54,0,0,0,0,1
E01013376,00FF,64,0,0,0,0,1
E01013451,00FF,49,0,0,0,0,1
E01013375,00FF,61,0,0,0,0,1
E01013440,00FF,79,0,0,0,0,1
E01013342,00FF,65,0,0,0,0,1
E01013426,00FF,74,0,0,0,0,1
E01013389,00FF,51,0,0,0,0,1
E01013433,00FF,65,0,0,0,0,1
E01013434,00FF,65,0,0,0,0,1
E01013422,00FF,71,0,0,0,0,1
E01013388,00FF,52,0,0,0,0,1
E01013339,00FF,66,0,0,0,0,1
E01013411,00FF,72,0,0,0,0,1
E01013436,00FF,65,0,0,0,0,1
E01013387,00FF,68,0,0,0,0,1
E01013357,00FF,101,0,0,0,0,1
E01013405,00FF,63,0,0,0,0,1
E01013430,00FF,68,0,0,0,0,1
E01013425,00FF,70,0,0,0,0,1
E01013354,00FF,61,0,0,0,0,1
E01013437,00FF,54,0,0,0,0,1
E01013432,00FF,87,0,0,0,0,1
E01013352,00FF,79,0,0,0,0,1
E01013409,00FF,73,0,0,0,0,1
E01013421,00FF,56,0,0,0,0,1
E01013358,00FF,71,0,0,0,0,1
E01013429,00FF,81,0,0,0,0,1
E01013355,00FF,92,0,0,0,0,1
E01013420,00FF,86,0,0,0,0,1
E01013435,00FF,64,0,0,0,0,1
E01013337,00FF,73,0,0,0,0,1
E01013372,00FF,83,0,0,0,0,1
E01013341,00FF,63,0,0,0,0,1
E01013381,00FF,63,0,0,0,0,1
E01013407,00FF,69,0,0,0,0,1
E01013338,00FF,95,0,0,0,0,1
E01013373,00FF,0,65,0,0,0,1
E01013438,00FF,0,75,0,0,0,1
E01013379,00FF,0,63,0,0,0,1
E01013356,00FF,0,66,0,0,0,1
E01013431,00FF,0,65,0,0,0,1
E01013419,00FF,0,66,0,0,0,1
E01013406,00FF,0,94,0,0,0,1
E01013397,00FF,0,64,0,0,0,1
E01013449,00FF,0,72,0,0,0,1
E01013392,00FF,0,65,0,0,0,1
E01013402,00FF,0,66,0,0,0,1
E01013365,00FF,0,122,0,0,0,1
E01013395,00FF,0,66,0,0,0,1
E01013442,00FF,0,64,0,0,0,1
E01013370,00FF,0,80,0,0,0,1
E01013336,00FF,0,65,0,0,0,1
E01013396,00FF,0,78,0,0,0,1
E01013428,00FF,0,71,0,0,0,1
E01013441,00FF,0,75,0,0,0,1
E01013404,00FF,0,65,0,0,0,1
E01013359,00FF,0,66,0,0,0,1
E01013413,00FF,0,71,0,0,0,1
E01013335,00FF,0,66,0,0,0,1
E01013446,00FF,0,72,0,0,0,1
E01013362,00FF,0,80,0,0,0,1
E01013393,00FF,0,73,0,0,0,1
E01013444,00FF,0,62,0,0,0,1
E01013385,00FF,0,65,0,0,0,1
E01013346,00FF,0,86,0,0,0,1
E01013360,00FF,0,66,0,0,0,1
E01013401,00FF,0,59,0,0,0,1
E01013398,00FF,0,56,0,0,0,1
E01013380,00FF,0,71,0,0,0,1
E01013382,00FF,0,79,0,0,0,1
E01013414,00FF,0,78,0,0,0,1
E01013417,00FF,0,94,0,0,0,1
E01013353,00FF,0,74,0,0,0,1
E01013361,00FF,0,79,0,0,0,1
E01013384,00FF,0,66,0,0,0,1
E01013391,00FF,0,108,0,0,0,1
E01013447,00FF,0,63,0,0,0,1
E01013412,00FF,0,91,0,0,0,1
E01013403,00FF,0,67,0,0,0,1
E01013410,00FF,0,66,0,0,0,1
E01013390,00FF,0,83,0,0,0,1
E01013349,00FF,0,53,0,0,0,1
E01013345,00FF,0,81,0,0,0,1
E01013347,00FF,0,67,0,0,0,1
E01013394,00FF,0,70,0,0,0,1
E01013344,00FF,0,79,0,0,0,1
E01013445,00FF,0,81,0,0,0,1
E01013348,00FF,0,76,0,0,0,1
E01013418,00FF,0,86,0,0,0,1
E01013443,00FF,0,74,0,0,0,1
E01013399,00FF,0,71,0,0,0,1
E01013350,00FF,0,70,0,0,0,1
E01013383,00FF,0,108,0,0,0,1
E01013368,00FF,0,97,0,0,0,1
E01013343,00FF,0,86,0,0,0,1
E01013448,00FF,0,0,65,0,0,1
E01013386,00FF,0,0,78,0,0,1
E01013363,00FF,0,0,91,0,0,1
E01013416,00FF,0,0,85,0,0,1
E01013369,00FF,0,0,110,0,0,1
E01013415,00FF,0,0,166,0,0,1
E01013364,00FF,0,0,93,0,0,1
E01013378,00FF,0,0,79,0,0,1
E01013400,00FF,0,0,83,0,0,1
E01013366,00FF,0,0,127,0,0,1
E01013367,00FF,0,0,185,0,0,1
E01013593,00FK,61,0,0,0,0,1
E01013557,00FK,62,0,0,0,0,1
E01013463,00FK,61,0,0,0,0,1
E01013574,00FK,55,0,0,0,0,1
E01013466,00FK,65,0,0,0,0,1
E01013594,00FK,63,0,0,0,0,1
E01013577,00FK,60,0,0,0,0,1
E01013578,00FK,56,0,0,0,0,1
E01013465,00FK,70,0,0,0,0,1
E01013467,00FK,61,0,0,0,0,1
E01013564,00FK,82,0,0,0,0,1
E01013511,00FK,66,0,0,0,0,1
E01013599,00FK,62,0,0,0,0,1
E01013468,00FK,74,0,0,0,0,1
E01013558,00FK,87,0,0,0,0,1
E01013576,00FK,57,0,0,0,0,1
E01013461,00FK,73,0,0,0,0,1
E01013560,00FK,62,0,0,0,0,1
E01013520,00FK,66,0,0,0,0,1
E01013596,00FK,71,0,0,0,0,1
E01013464,00FK,65,0,0,0,0,1
E01013556,00FK,63,0,0,0,0,1
E01013559,00FK,59,0,0,0,0,1
E01013507,00FK,66,0,0,0,0,1
E01013561,00FK,71,0,0,0,0,1
E01013527,00FK,68,0,0,0,0,1
E01013544,00FK,0,68,0,0,0,1
E01013543,00FK,0,64,0,0,0,1
E01013539,00FK,0,73,0,0,0,1
E01013514,00FK,0,70,0,0,0,1
E01013462,00FK,0,64,0,0,0,1
E01013501,00FK,0,65,0,0,0,1
E01013505,00FK,0,62,0,0,0,1
E01013518,00FK,0,60,0,0,0,1
E01013498,00FK,0,60,0,0,0,1
E01013519,00FK,0,59,0,0,0,1
E01013506,00FK,0,73,0,0,0,1
E01013516,00FK,0,167,0,0,0,1
E01013563,00FK,0,63,0,0,0,1
E01013526,00FK,0,81,0,0,0,1
E01013579,00FK,0,65,0,0,0,1
E01013509,00FK,0,72,0,0,0,1
E01013503,00FK,0,64,0,0,0,1
E01013500,00FK,0,75,0,0,0,1
E01013555,00FK,0,61,0,0,0,1
E01013592,00FK,0,68,0,0,0,1
E01013513,00FK,0,51,0,0,0,1
E01013575,00FK,0,61,0,0,0,1
E01013470,00FK,0,64,0,0,0,1
E01013490,00FK,0,63,0,0,0,1
E01013534,00FK,0,67,0,0,0,1
E01013540,00FK,0,65,0,0,0,1
E01013489,00FK,0,64,0,0,0,1
E01013546,00FK,0,69,0,0,0,1
E01013492,00FK,0,62,0,0,0,1
E01013549,00FK,0,62,0,0,0,1
E01013598,00FK,0,66,0,0,0,1
E01013553,00FK,0,65,0,0,0,1
E01013580,00FK,0,73,0,0,0,1
E01013517,00FK,0,69,0,0,0,1
E01013531,00FK,0,61,0,0,0,1
E01013595,00FK,0,107,0,0,0,1
E01013537,00FK,0,76,0,0,0,1
E01013582,00FK,0,70,0,0,0,1
E01013476,00FK,0,75,0,0,0,1
E01013469,00FK,0,79,0,0,0,1
E01013548,00FK,0,66,0,0,0,1
E01013530,00FK,0,64,0,0,0,1
E01013508,00FK,0,50,0,0,0,1
E01013542,00FK,0,80,0,0,0,1
E01013510,00FK,0,63,0,0,0,1
E01013502,00FK,0,64,0,0,0,1
E01013532,00FK,0,63,0,0,0,1
E01013589,00FK,0,56,0,0,0,1
E01013488,00FK,0,59,0,0,0,1
E01013562,00FK,0,80,0,0,0,1
E01013477,00FK,0,83,0,0,0,1
E01013499,00FK,0,68,0,0,0,1
E01013495,00FK,0,74,0,0,0,1
E01013538,00FK,0,68,0,0,0,1
E01013597,00FK,0,74,0,0,0,1
E01013515,00FK,0,78,0,0,0,1
E01013455,00FK,0,85,0,0,0,1
E01013491,00FK,0,62,0,0,0,1
E01013552,00FK,0,76,0,0,0,1
E01013494,00FK,0,81,0,0,0,1
E01013512,00FK,0,66,0,0,0,1
E01013528,00FK,0,85,0,0,0,1
E01013587,00FK,0,61,0,0,0,1
E01013581,00FK,0,62,0,0,0,1
E01013497,00FK,0,64,0,0,0,1
E01013545,00FK,0,76,0,0,0,1
E01013541,00FK,0,66,0,0,0,1
E01013529,00FK,0,118,0,0,0,1
E01013474,00FK,0,80,0,0,0,1
E01013535,00FK,0,54,0,0,0,1
E01013504,00FK,0,77,0,0,0,1
E01013471,00FK,0,86,0,0,0,1
E01013475,00FK,0,59,0,0,0,1
E01013550,00FK,0,54,0,0,0,1
E01013525,00FK,0,120,0,0,0,1
E01013458,00FK,0,65,0,0,0,1
E01013584,00FK,0,65,0,0,0,1
E01013583,00FK,0,62,0,0,0,1
E01013473,00FK,0,76,0,0,0,1
E01013588,00FK,0,68,0,0,0,1
E01013496,00FK,0,68,0,0,0,1
E01013521,00FK,0,76,0,0,0,1
E01013478,00FK,0,153,0,0,0,1
E01013459,00FK,0,62,0,0,0,1
E01013572,00FK,0,79,0,0,0,1
E01013493,00FK,0,70,0,0,0,1
E01013536,00FK,0,72,0,0,0,1
E01013585,00FK,0,69,0,0,0,1
E01013571,00FK,0,72,0,0,0,1
E01013533,00FK,0,0,73,0,0,1
E01013457,00FK,0,0,85,0,0,1
E01013586,00FK,0,0,67,0,0,1
E01013569,00FK,0,0,58,0,0,1
E01013590,00FK,0,0,67,0,0,1
E01013591,00FK,0,0,89,0,0,1
E01013472,00FK,0,0,108,0,0,1
E01013454,00FK,0,0,93,0,0,1
E01013565,00FK,0,0,58,0,0,1
E01013483,00FK,0,0,77,0,0,1
E01013523,00FK,0,0,109,0,0,1
E01013547,00FK,0,0,88,0,0,1
E01013453,00FK,0,0,128,0,0,1
E01013551,00FK,0,0,72,0,0,1
E01013570,00FK,0,0,74,0,0,1
E01013522,00FK,0,0,96,0,0,1
E01013486,00FK,0,0,63,0,0,1
E01013573,00FK,0,0,83,0,0,1
E01013568,00FK,0,0,82,0,0,1
E01013567,00FK,0,0,76,0,0,1
E01013485,00FK,0,0,70,0,0,1
E01013554,00FK,0,0,91,0,0,1
E01013481,00FK,0,0,67,0,0,1
E01013487,00FK,0,0,85,0,0,1
E01013566,00FK,0,0,0,82,0,1
E01013456,00FK,0,0,0,120,0,1
E01013484,00FK,0,0,0,85,0,1
E01013460,00FK,0,0,0,130,0,1
E01013524,00FK,0,0,0,177,0,1
E01013480,00FK,0,0,0,145,0,1
E01013482,00FK,0,0,0,148,0,1
E01013479,00FK,0,0,0,182,0,1
E01013785,00FN,0,55,0,0,0,1
E01013608,00FN,0,63,0,0,0,1
E01013706,00FN,0,66,0,0,0,1
E01013615,00FN,0,56,0,0,0,1
E01013707,00FN,0,61,0,0,0,1
E01013703,00FN,0,53,0,0,0,1
E01013612,00FN,0,66,0,0,0,1
E01013780,00FN,0,63,0,0,0,1
E01013729,00FN,0,55,0,0,0,1
E01013609,00FN,0,78,0,0,0,1
E01013783,00FN,0,63,0,0,0,1
E01013708,00FN,0,60,0,0,0,1
E01013678,00FN,0,69,0,0,0,1
E01013685,00FN,0,63,0,0,0,1
E01013686,00FN,0,73,0,0,0,1
E01013704,00FN,0,63,0,0,0,1
E01013606,00FN,0,71,0,0,0,1
E01013611,00FN,0,61,0,0,0,1
E01013736,00FN,0,72,0,0,0,1
E01013721,00FN,0,66,0,0,0,1
E01013636,00FN,0,51,0,0,0,1
E01013767,00FN,0,57,0,0,0,1
E01013698,00FN,0,58,0,0,0,1
E01013702,00FN,0,64,0,0,0,1
E01013675,00FN,0,68,0,0,0,1
E01013680,00FN,0,86,0,0,0,1
E01013623,00FN,0,82,0,0,0,1
E01013614,00FN,0,77,0,0,0,1
E01013700,00FN,0,61,0,0,0,1
E01013639,00FN,0,54,0,0,0,1
E01013631,00FN,0,55,0,0,0,1
E01013733,00FN,0,67,0,0,0,1
E01013771,00FN,0,53,0,0,0,1
E01013673,00FN,0,63,0,0,0,1
E01013722,00FN,0,62,0,0,0,1
E01013635,00FN,0,62,0,0,0,1
E01013666,00FN,0,61,0,0,0,1
E01013676,00FN,0,84,0,0,0,1
E01013772,00FN,0,63,0,0,0,1
E01013709,00FN,0,57,0,0,0,1
E01013773,00FN,0,58,0,0,0,1
E01013723,00FN,0,48,0,0,0,1
E01013677,00FN,0,69,0,0,0,1
E01013695,00FN,0,60,0,0,0,1
E01013669,00FN,0,48,0,0,0,1
E01013770,00FN,0,55,0,0,0,1
E01013672,00FN,0,52,0,0,0,1
E01013607,00FN,0,133,0,0,0,1
E01013616,00FN,0,68,0,0,0,1
E01013724,00FN,0,62,0,0,0,1
E01013731,00FN,0,65,0,0,0,1
E01013786,00FN,0,72,0,0,0,1
E01013728,00FN,0,55,0,0,0,1
E01013701,00FN,0,208,0,0,0,1
E01013768,00FN,0,72,0,0,0,1
E01013617,00FN,0,103,0,0,0,1
E01013671,00FN,0,60,0,0,0,1
E01013696,00FN,0,84,0,0,0,1
E01013734,00FN,0,53,0,0,0,1
E01013610,00FN,0,75,0,0,0,1
E01013601,00FN,0,65,0,0,0,1
E01013727,00FN,0,66,0,0,0,1
E01013699,00FN,0,68,0,0,0,1
E01013705,00FN,0,68,0,0,0,1
E01013670,00FN,0,74,0,0,0,1
E01013613,00FN,0,84,0,0,0,1
E01013737,00FN,0,47,0,0,0,1
E01013740,00FN,0,50,0,0,0,1
E01013759,00FN,0,0,54,0,0,1
E01013663,00FN,0,0,52,0,0,1
E01013732,00FN,0,0,80,0,0,1
E01013738,00FN,0,0,50,0,0,1
E01013600,00FN,0,0,76,0,0,1
E01013627,00FN,0,0,42,0,0,1
E01013697,00FN,0,0,99,0,0,1
E01013679,00FN,0,0,53,0,0,1
E01013605,00FN,0,0,73,0,0,1
E01013634,00FN,0,0,62,0,0,1
E01013766,00FN,0,0,51,0,0,1
E01013749,00FN,0,0,44,0,0,1
E01013690,00FN,0,0,67,0,0,1
E01013735,00FN,0,0,47,0,0,1
E01013725,00FN,0,0,59,0,0,1
E01013694,00FN,0,0,65,0,0,1
E01013741,00FN,0,0,55,0,0,1
E01013674,00FN,0,0,80,0,0,1
E01013618,00FN,0,0,69,0,0,1
E01013764,00FN,0,0,47,0,0,1
E01013769,00FN,0,0,67,0,0,1
E01013712,00FN,0,0,60,0,0,1
E01013757,00FN,0,0,49,0,0,1
E01013687,00FN,0,0,77,0,0,1
